pick,player,position,team,season,team_right,position_right,depth_chart_position,jersey_number,status,first_name,last_name,birth_date,height,weight,college,player_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,ngs_position,week,game_type,status_description_abbr,football_name,draft_number
144,Quentin Johnston,WR,Matt Harmon,2023,LAC,WR,WR,1,ACT,Quentin,Johnston,2001-09-06,76.0,201,Texas Christian,00-0038544,,e648bc98-bc81-44d0-8d4b-b9223c497ff4,40051,16899,,JohnQu02,,9754,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eamj83siagr6rba0epv0",JOH823261,55885,32004a4f-4882-3261-dcd8-a43c8f7c5608,2023,2023,LAC,WR,18,REG,A01,Quentin,21
3,Justin Jefferson,WR,Ray Garvin,2026,CLE,LB,MLB,17,ACT,Justin,Jefferson,2003-03-20,72.0,223,Alabama,00-0041075,5150249,a8a90d29-7f7e-40d1-815d-fc692ecf75a7,,19547,,JeffJu01,28099,13524,0,,JEF270909,62771,32004a45-4627-0909-8540-234e0dcf139e,2026,2026,CLE,,2,REG,A01,Justin,149
110,Tank Bigsby,RB,Derek Brown,2023,JAX,RB,RB,4,ACT,Cartavious,Bigsby,2001-08-30,72.0,213,Auburn,00-0038555,,2034916c-8062-46e3-8d0c-d0dec694e2d1,40095,16705,,BigsTa00,,9225,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yndvsfcpy4ejgx9cnms3",BIG732544,55953,32004249-4773-2544-d042-8e63f2fc44d8,2023,2023,JAX,RB,18,REG,A01,Tank,88
88,Aaron Jones,RB,Ryan Heath,2017,GB,RB,RB,33,ACT,Aaron,Jones,1994-12-02,69.0,208,Texas-El Paso,00-0033293,3042519,27dd5b6e-ea65-4622-a6b4-460fd144407c,30295,11763,11937,JoneAa00,19045,4199,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/emz1peuzt25fsvbhdshg",JON026624,44995,32004a4f-4e02-6624-33bd-3ba151b7013d,2017,2017,GB,,17,REG,A01,Aaron,182
31,Garrett Wilson,WR,Chris Allen,2022,NYJ,WR,WR,17,ACT,Garrett,Wilson,2000-07-22,72.0,192,Ohio State,00-0037740,4569618,68d72fe0-79b2-4fdb-afd5-6c79676e77f3,,15829,,,,8146,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gqdfigo9nzji4e6nshpk",WIL691962,54475,32005749-4c69-1962-4085-d9c826d8709c,2022,2022,NYJ,WR,18,REG,A01,Garrett,10
61,Chris Olave,WR,Justin Boone,2022,NO,WR,WR,12,ACT,Chris,Olave,2000-06-27,73.0,185,Ohio State,00-0037239,4361370,2375d572-a36c-4365-bb3f-87e156526e2f,,15895,,,,8144,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fh4mzrgbiqemhomzpukt",OLA659325,54476,32004f4c-4165-9325-c259-01a521202e2f,2022,2022,NO,WR,18,REG,A01,Chris,11
122,David Njoku,TE,Ian Hartitz,2017,CLE,TE,TE,85,ACT,David,Njoku,1996-07-10,76.0,246,Miami,00-0033885,3123076,8f86fcea-90e8-49ea-bc78-5c7659313e57,30142,11734,11784,NjokDa00,18876,4033,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qiehmamkrrmrcrpqoxvd",NJO355964,44841,32004e4a-4f35-5964-1f03-4dc0b4e0b757,2017,2017,CLE,TE,17,REG,A01,David,29
121,Jaydon Blue,RB,Matt Harmon,2025,DAL,RB,RB,23,ACT,Jaydon,Blue,2004-01-08,69.0,200,Texas,00-0040586,4685279,f5e6eb8e-2c76-4bf9-b47f-57c62659341d,,18499,157303,BlueJa01,26038,12457,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jhbmit7yp8dlhepncsvp",BLU326186,58354,3200424c-5532-6186-a82d-38322b898c1f,2025,2025,DAL,RB,18,REG,A01,Jaydon,149
139,Braelon Allen,RB,Nathan Jahnke,2024,NYJ,RB,RB,0,ACT,Braelon,Allen,2004-01-20,73.0,235,Wisconsin,00-0039794,4685247,d7f72deb-c1e2-47a2-b651-887f0e33dc44,40981,17702,,AlleBr05,,11576,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/p0fylkec7poarrjosefz",ALL063734,57255,3200414c-4c06-3734-6e11-4c57194f79b4,2024,2024,NYJ,RB,18,REG,A01,Braelon,134
67,Jordan Addison,WR,Nathan Jahnke,2023,MIN,WR,WR,3,ACT,Jordan,Addison,2002-01-27,71.0,175,Southern California,00-0038994,,63fdd64e-1a23-4b77-9536-b1609f3a708c,40042,16895,,AddiJo00,,9756,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zhyhkz6wzwhioemhqgbk",ADD491056,55887,32004144-4449-1056-9ba9-b09766bad478,2023,2023,MIN,WR,18,REG,A01,Jordan,23
20,Derrick Henry,RB,Jennifer Eakins,2016,TEN,RB,RB,22,ACT,Derrick,Henry,1994-01-04,74.0,247,Alabama,00-0032764,3043078,87c481c7-7414-43cc-82df-19ca0c2ae22e,29279,10819,10679,HenrDe00,17959,3198,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vygpdc31jwc0zrusaeg5",HEN602843,43334,32004845-4e60-2843-9b64-3cd8fac319c3,2016,2016,TEN,RB,17,REG,A01,Derrick,45
33,Jayden Daniels,QB,Ryan Heath,2024,WAS,QB,QB,5,ACT,Jayden,Daniels,2000-12-18,76.0,210,Louisiana State,00-0039910,4426348,bab8c65a-9fff-410d-8e34-dc2f636d890e,40896,17692,,DaniJa02,,11566,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mh9rkwpmq1rgfarg9rpm",DAN567618,57123,32004441-4e56-7618-ab61-f08cbf558acd,2024,2024,WAS,QB,21,CON,A01,Jayden,2
47,Tetairoa McMillan,WR,Ian Hartitz,2025,CAR,WR,WR,4,ACT,Tetairoa,McMillan,2003-04-05,77.0,212,Arizona,00-0040124,4685472,874de000-586c-4999-ac12-02766563e200,,18547,158735,McMiTe00,26054,12526,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hokqp6gl5xujtlqwecg8",MCM514957,58210,32004d43-4d51-4957-830f-234e646a998f,2025,2025,CAR,WR,19,WC,A01,Tetairoa,8
55,Xavier Worthy,WR,Chris Allen,2024,KC,WR,WR,1,ACT,Xavier,Worthy,2003-04-27,71.0,172,Texas,00-0039894,4683062,52e049b1-0a7a-4e7f-9866-d2848e9cc478,40877,17687,,WortXa00,,11624,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fvzbx5gpiqkogglyoo1w",WOR741496,57149,3200574f-5274-1496-c9ca-5c4709faa05b,2024,2024,KC,WR,22,SB,A01,Xavier,28
125,Baker Mayfield,QB,Jennifer Eakins,2018,CLE,QB,QB,6,ACT,Baker,Mayfield,1995-04-14,73.0,220,Oklahoma,00-0034855,3052587,30198d30-9769-4e10-ac86-b4c91d940802,30971,12619,46518,MayfBa00,19790,4892,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mrajlbudbl0hcfzmrqz3",MAY483453,46073,32004d41-5948-3453-e6ac-1ecff99fdcf6,2018,2018,CLE,QB,17,REG,A01,Baker,1
95,Jordan Mason,RB,Ian Hartitz,2022,SF,RB,RB,24,ACT,Jordan,Mason,1999-05-24,71.0,218,Georgia Tech,00-0037525,,af9f7390-ca80-11ec-97ae-e1573849d1a6,,16163,,,,8408,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/siy6cm1nrvftegskwnnr",MAS125056,55113,32004d41-5312-5056-fafb-b3b690e395a1,2022,2022,,RB,21,CON,A01,Jordan,
130,Bo Nix,QB,Ben Gretch,2024,DEN,QB,QB,10,ACT,Bo,Nix,2000-02-25,74.0,217,Oregon,00-0039732,4426338,f056c8ed-6ee5-492c-af11-3f7e3d97195c,40875,16995,,NixxBo00,,11563,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zibtvsprpauxnytis229",NIX118212,57133,32004e49-5811-8212-6abe-fc1a8b4f4942,2024,2024,DEN,QB,19,WC,A01,Bo,12
29,Davante Adams,WR,Jennifer Eakins,2014,GB,WR,,17,ACT,Davante,Adams,1992-12-24,73.0,215,Fresno State,00-0031381,16800,e7d6ae25-bf15-4660-8b37-c37716551de3,27581,9455,8688,AdamDa01,16470,2133,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/grvqvmdzu2lsbgvqoxku",ADA218591,41282,32004144-4121-8591-4d26-4c0ac739af41,2014,2014,GB,,20,CON,A01,Davante,53
48,Alvin Kamara,RB,Matt Harmon,2017,NO,RB,RB,41,ACT,Alvin,Kamara,1995-07-25,70.0,215,Tennessee,00-0033906,3054850,d9c857b2-97da-4fb8-a527-afbbb2a67413,30180,11732,11822,KamaAl00,18878,4035,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xs7zkncnl9261b101wo9",KAM244058,44879,32004b41-4d24-4058-5a3b-01bd39e6a25d,2017,2017,NO,RB,19,DIV,A01,Alvin,67
103,Tyjae Spears,RB,Chris Allen,2023,TEN,RB,RB,32,ACT,Tyjae,Spears,2001-06-15,70.0,195,Tulane,00-0039032,,af71f149-7758-40b7-973a-9fe6320cf4f5,40119,16941,,SpeaTy00,,9508,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eeh5mowhlf3godvrceym",SPE113961,55946,32005350-4511-3961-6914-5e32243e62c5,2023,2023,TEN,RB,18,REG,A01,Tyjae,81
69,Isiah Pacheco,RB,Rich Hribar,2022,KC,RB,RB,10,ACT,Isiah,Pacheco,1999-03-02,70.0,215,Rutgers,00-0037197,4361529,3a25c037-fa30-4740-b742-ec8e4f1a2a25,,16104,,,,8205,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s9suhdxobh0p5nbwxq8t",PAC576791,54716,32005041-4357-6791-9031-d5a8938af2e4,2022,2022,KC,RB,22,SB,A01,Isiah,251
102,Quinshon Judkins,RB,Nathan Jahnke,2025,CLE,RB,RB,10,RES,Quinshon,Judkins,2003-10-29,72.0,219,Ohio State; Mississippi,00-0040784,4685702,268c6ae2-278b-49f8-b7cd-b367944412f3,,18516,157128,JudkQu00,25946,12512,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ojtce2im0wp2ltyel0vc",JUD359919,58241,32004a55-4435-9919-355b-3e0aef2de56d,2025,2025,CLE,,18,REG,R01,Quinshon,36
97,Rashod Bateman,WR,Matt Harmon,2021,BAL,WR,WR,12,ACT,Rashod,Bateman,1999-11-29,73.0,210,Minnesota,00-0036550,4360939,d9f8b92b-69d4-4d83-9bf2-106ee523efed,,15210,,BateRa00,,7571,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vpcmsc93xuzhv4bupbzu",BAT103884,53456,32004241-5410-3884-8ac5-165a4f1f770e,2021,2021,BAL,WR,18,REG,A01,Rashod,27
2,CeeDee Lamb,WR,Ian Hartitz,2020,DAL,WR,WR,88,ACT,Cedarian,Lamb,1999-04-08,74.0,189,Oklahoma,00-0036358,4241389,a72ea15b-5199-4101-a300-846e1c655add,32687,14411,61570,LambCe00,21679,6786,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/e8ftgnyivmkwtffd6tcr",LAM138457,52425,32004c41-4d13-8457-fcbe-d37fdbd87233,2020,2020,DAL,SLOT_WR,17,REG,A01,CeeDee,17
64,Jauan Jennings,WR,Ryan Heath,2020,SF,WR,WR,17,DEV,Bennie,Jennings,1997-07-10,75.0,214,Tennessee,00-0036259,3886598,3ae9f0fa-c711-4663-80cf-4707856c07aa,32887,14376,48027,JennJa00,21717,7049,0,,JEN497457,52625,32004a45-4e49-7457-3af8-79760d0083cb,2020,2020,SF,,17,REG,P14,Jauan,217
66,Joe Burrow,QB,Chris Allen,2020,CIN,QB,QB,9,RES,Joe,Burrow,1996-12-10,76.0,216,Louisiana State,00-0036442,3915511,3023ac10-4e7f-425f-9fc5-2b8e6332c92e,32671,14442,28022,BurrJo01,21693,6770,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/alhbhd5ega2doxogh0dg",BUR679731,52409,32004255-5267-9731-81c8-48673dcec5e2,2020,2020,CIN,,17,REG,R01,Joe,1
135,Tyler Allgeier,RB,Ben Gretch,2022,ATL,RB,RB,25,ACT,Tyler,Allgeier,2000-04-15,70.0,220,Brigham Young,00-0037263,4373626,f4529909-1a02-4f4b-a1f3-315cad100683,,15976,,,,8132,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/osk8e6vpyxuzkrsalopb",ALL702582,54616,3200414c-4c70-2582-4cca-1a2070c9a090,2022,2022,ATL,RB,18,REG,A01,Tyler,151
28,Tee Higgins,WR,Rich Hribar,2020,CIN,WR,WR,85,ACT,Tamaurice,Higgins,1999-01-18,76.0,210,Clemson,00-0036410,4239993,7963b029-5de4-4541-b00a-44eefe4349af,32703,14506,61211,HiggTe00,21690,6801,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xcymtg1vdkbntbzlmbrw",HIG387791,52441,32004849-4738-7791-9f89-d556c4b59b9a,2020,2020,CIN,WR,17,REG,A01,Tee,33
40,Omarion Hampton,RB,Ryan Heath,2025,LAC,RB,RB,8,ACT,Omarion,Hampton,2003-03-16,72.0,220,North Carolina,00-0040666,4685382,3e1b7908-79ee-4a23-97b9-5190725a2e5e,,18445,162750,HampOm00,25956,12507,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ck7xcbwuka7wu2zwhssk",HAM773946,58224,32004841-4d77-3946-bc04-1f7201601885,2025,2025,LAC,RB,19,WC,A01,Omarion,22
133,Kyle Williams,WR,Justin Boone,2006,BUF,DT,,95,ACT,Kyle,Williams,1983-06-10,73.0,295,Louisiana State,00-0024348,9720,57c5c69c-844e-41f1-9985-6fc178cee514,7883,5152,3079,WillKy20,2550,94,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/az6qa28sbmxfklqs9waz",WIL415284,30949,32005749-4c41-5284-55d9-a6ab08368f54,2006,2006,BUF,,17,REG,A01,Kyle,134
119,Najee Harris,RB,Ian Hartitz,2021,PIT,RB,RB,22,ACT,Najee,Harris,1998-03-09,73.0,230,Alabama,00-0036893,4241457,48ec58c3-ec26-4434-b005-8d34035e6667,33412,15468,57121,HarrNa00,,7528,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lwcct10u7lfzsgtaoqce",HAR493163,53453,32004841-5249-3163-f8f5-73c55f8a5c0d,2021,2021,PIT,RB,19,WC,A01,Najee,24
132,Caleb Williams,QB,Justin Boone,2024,CHI,QB,QB,18,ACT,Caleb,Williams,2001-11-18,73.0,215,Southern California,00-0039918,4431611,49d4b627-3f19-49a8-ae33-f539e0fb1f88,40900,17695,,WillCa03,,11560,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/idewrhb7kngpdtrvku31",WIL176897,57122,32005749-4c17-6897-a516-9754023602e6,2024,2024,CHI,QB,18,REG,A01,Caleb,1
79,Jaylen Warren,RB,Chris Allen,2022,PIT,RB,RB,30,ACT,Jaylen,Warren,1998-11-01,68.0,225,Oklahoma State,00-0037228,4569987,7e397190-ca24-11ec-9f1c-b7114d38a85b,,15984,,,,8228,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q6zstqy99al3sghrufey",WAR659612,54905,32005741-5265-9612-2e68-f9e5f43ac527,2022,2022,,RB,18,REG,A01,Jaylen,
91,Matthew Golden,WR,Nathan Jahnke,2025,GB,WR,WR,0,ACT,Matthew,Golden,2003-08-01,71.0,195,Texas; Houston,00-0040667,4701936,d1963360-c011-4764-9a36-9e627073f68f,,18500,156165,GoldMa02,25922,12501,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gkbhlytvkltv5whjo3ru",GOL068614,58225,3200474f-4c06-8614-8bd5-a546b4ab4775,2025,2025,GB,WR,19,WC,A01,Matthew,23
8,Puka Nacua,WR,Dave Kluge,2023,LA,WR,WR,17,ACT,Puka,Nacua,2001-05-29,74.0,205,Brigham Young,00-0039075,,111be44d-7bc2-4cad-934d-c9e946293b2f,40168,16790,,NacuPu00,,9493,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/br1ovzclyrebrec6q0mp",NAC559347,56042,32004e41-4355-9347-35af-af88fcaf7ee9,2023,2023,LA,WR,19,WC,A01,Puka,177
88,Aaron Jones,RB,Ryan Heath,1988,PIT,LB,OLB,0,ACT,Aaron,Jones,1966-12-18,77.0,258,,00-0008676,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xwf2anwj5dyu62110wja",JON026576,,32004a4f-4e02-6576-a803-8ef5fe7b732f,,,,,,,,,
72,Tony Pollard,RB,Matt Harmon,2019,DAL,RB,RB,20,ACT,Tony,Pollard,1997-04-30,72.0,209,Memphis,00-0035261,3916148,33b0227d-4c21-4e71-b4cd-be35f7db9123,31960,13590,27126,PollTo00,20912,5967,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aagynal4it5gxaekintb",POL283188,47911,3200504f-4c28-3188-35b8-d0ae9db0f68a,2019,2019,DAL,RB,17,REG,A01,Tony,128
1,Ja'Marr Chase,WR,Matt Harmon,2021,CIN,WR,WR,1,ACT,Ja'Marr,Chase,2000-03-01,72.0,200,Louisiana State,00-0036900,4362628,fa99e984-d63b-4ef4-a164-407f68a7eeaf,33393,15183,84270,ChasJa00,,7564,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fxclfdx8fz5cbuep6ngd",CHA694469,53434,32004348-4169-4469-b021-d2c20a7d7cf5,2021,2021,CIN,WR,22,SB,A01,Ja'Marr,5
142,Dylan Sampson,RB,Ray Garvin,2025,CLE,RB,RB,22,ACT,Dylan,Sampson,2004-09-14,68.0,201,Tennessee,00-0040162,5081397,6ea71d26-623a-4178-a93a-215678244902,,18467,163772,SampDy00,25889,12469,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/den1hzzomdxfcsgk88o5",SAM338622,58331,32005341-4d33-8622-de8a-1e3d03b08479,2025,2025,CLE,RB,18,REG,A01,Dylan,126
109,Javonte Williams,RB,Justin Boone,2021,DEN,RB,RB,33,ACT,Javonte,Williams,2000-04-25,70.0,220,North Carolina,00-0036997,4361579,889dcdc5-3d88-45df-9677-5ad7ff87c011,33423,15306,77803,WillJa10,,7588,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i00p0fbwvrap6lq1hojw",WIL351486,53464,32005749-4c35-1486-bb3e-8b9e35992111,2021,2021,DEN,RB,18,REG,A01,Javonte,35
3,Justin Jefferson,WR,Ray Garvin,2020,MIN,WR,WR,18,ACT,Justin,Jefferson,1999-06-16,73.0,192,Louisiana State,00-0036322,4262921,4131d4ee-0318-4bb5-832a-4dec80668a4f,32692,14509,61398,JeffJu00,21685,6794,0,,JEF269287,52430,32004a45-4626-9287-c454-479b942cbd26,2020,2020,MIN,WR,17,REG,A01,Justin,22
137,Justin Herbert,QB,Dave Kluge,2020,LAC,QB,QB,10,ACT,Justin,Herbert,1998-03-10,78.0,237,Oregon,00-0036355,4038941,f0a8f8e3-b9e9-46ed-85e4-eec6452a8a44,32676,14446,28237,HerbJu00,21681,6797,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lrn52vly8xrfapbhw1ft",HER031169,52414,32004845-5203-1169-a699-ce41d700202a,2020,2020,LAC,QB,17,REG,A01,Justin,6
133,Kyle Williams,WR,Justin Boone,2010,SF,WR,,10,ACT,Kyle,Williams,1988-07-19,70.0,186,,00-0027608,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uc0hi9tbued5ff0osfmq",WIL415195,,32005749-4c41-5195-1ac3-e27f3ad6bfbd,2010,2010,SF,,17,REG,A01,Kyle,206
44,Mike Evans,WR,Jennifer Eakins,1992,KC,DL,DT,0,RES,Michael,Evans,1967-06-02,75.0,269,,00-0004999,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ioyta7etyw8fj2rfufdn",EVA528309,,32004556-4152-8309-332c-68ff989a9daf,,,,,,,,,
22,Tyreek Hill,WR,Ray Garvin,2016,KC,WR,WR,10,ACT,Tyreek,Hill,1994-03-01,70.0,185,West Alabama,00-0033040,3116406,01d8aee3-e1c4-4988-970a-8c0c2d08bd83,29399,11222,10799,HillTy00,18082,3321,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/daheq1ssy3lui6kxtudq",HIL628694,43454,32004849-4c62-8694-8490-45499711dee4,2016,2016,KC,SLOT_WR,19,DIV,A01,Tyreek,165
32,Jaxon Smith-Njigba,WR,Dave Kluge,2023,SEA,WR,WR,11,ACT,Jaxon,Smith-Njigba,2002-02-14,72.0,198,Ohio State,00-0038543,,6215db71-1e13-4c62-8f14-2005d33dee47,40041,16654,,SmitJa06,,9488,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r65p3l8nq7v4l9htqsud",SMI829636,55884,3200534d-4982-9636-a18c-5da6fbdaa80c,2023,2023,SEA,SLOT_WR,18,REG,A01,Jaxon,20
18,A.J. Brown,WR,Chris Allen,2019,TEN,WR,WR,11,ACT,Arthur,Brown,1997-06-30,73.0,226,Mississippi,00-0035676,4047646,a9e580f2-1fbe-46fb-887c-c84089b507e4,31883,13432,48327,BrowAJ00,21042,5859,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ucz9frks91kdccmgkkct",BRO413223,47834,32004252-4f41-3223-e4c5-1e30dffa87f8,2019,2019,TEN,WR,20,CON,A01,A.J.,51
45,Terry McLaurin,WR,Rich Hribar,2019,WAS,WR,WR,17,INA,Terry,McLaurin,1995-09-15,72.0,210,Ohio State,00-0035659,3121422,7e8c4641-2beb-4213-ba22-69fe0307005f,31908,13536,48229,McLaTe00,20873,5927,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bt4s1goiaogipi9fluzx",MCL278328,47859,32004d43-4c27-8328-8097-b130ba0e8060,2019,2019,WAS,,17,REG,A01,Terry,76
16,Amon-Ra St. Brown,WR,Ryan Heath,2021,DET,WR,WR,14,ACT,Amon-Ra,St. Brown,1999-10-24,72.0,195,Southern California,00-0036963,4374302,26ef0447-29b8-4dd1-9831-dcbf8132bb74,33500,15332,84470,StxxAm00,,7547,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wriyln01fppggo6jwvc0",STB415291,53541,32005354-4241-5291-a564-57e98d35161d,2021,2021,DET,SLOT_WR,18,REG,A01,Amon-Ra,112
59,Kaleb Johnson,RB,Derek Brown,2025,PIT,RB,RB,20,INA,Kaleb,Johnson,2003-08-14,72.0,212,Iowa,00-0040142,4819231,9738de9a-7626-460f-a786-28433ef70a1f,,18515,156419,JohnKa03,26040,12504,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sblojderaku4qta1lj2b",JOH398805,58288,32004a4f-4839-8805-a441-bdb3ea3187ea,2025,2025,PIT,,19,WC,A01,Kaleb,83
17,Ladd McConkey,WR,Dave Kluge,2024,LAC,WR,WR,15,ACT,Andrew,McConkey,2001-11-11,72.0,185,Georgia,00-0039915,4612826,473bc7e5-c393-4f21-9e49-3ffc16711238,40908,17724,,McCoLa00,,11635,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wcx39ialovvxxnvs2bke",MCC512833,57155,32004d43-4351-2833-c30c-76941288e843,2024,2024,LAC,SLOT_WR,19,WC,A01,Ladd,34
106,Bhayshul Tuten,RB,Ben Gretch,2025,JAX,RB,RB,33,ACT,Bhayshul,Tuten,2002-02-14,69.0,206,Virginia Tech; North Carolina A&T,00-0040719,4882093,26d4b13e-a555-4519-9356-cd16c65384e7,,18524,150568,TuteBh00,25898,12490,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uf6bidyfjeemrlgsibiz",TUT066215,58309,32005455-5406-6215-da3b-cbf31441af43,2025,2025,JAX,RB,19,WC,A01,Bhayshul,104
116,Evan Engram,TE,Jennifer Eakins,2017,NYG,TE,TE,88,ACT,Evan,Engram,1994-09-02,75.0,236,Mississippi,00-0033881,3051876,e21365af-8d66-416e-b0a5-8816d18fcfd9,30136,11805,11778,EngrEv00,18912,4066,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nyhnfypbeatlkr7wveja",ENG726325,44835,3200454e-4772-6325-a4a0-9b4b442fe68a,2017,2017,NYG,,17,REG,A01,Evan,23
9,De'Von Achane,RB,Ryan Heath,2023,MIA,RB,RB,28,ACT,Devon,Achane,2001-10-13,69.0,185,Texas A&amp;M,00-0039040,,a4ef921b-8767-4b4f-a651-7675c00f9af0,40118,16661,,AchaDe00,,9226,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ywxugcuxwj4msieu6n25",ACH103822,55949,32004143-4810-3822-6a71-b10965e0a57a,2023,2023,MIA,RB,19,WC,A01,Devon,84
94,J.K. Dobbins,RB,Ray Garvin,2020,BAL,RB,RB,27,ACT,Jkaylin,Dobbins,1998-12-17,70.0,214,Ohio State,00-0036158,4241985,a57b9914-4315-4295-98b4-9b348c52d6a1,32725,14418,57366,DobbJK00,21674,6806,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tr3yxhybdwehibl6maqy",DOB207645,52463,3200444f-4220-7645-7ee7-94f57d3eed4f,2020,2020,BAL,RB,19,DIV,A01,J.K.,55
49,George Pickens,WR,Matt Harmon,2022,PIT,WR,WR,14,ACT,George,Pickens,2001-03-04,75.0,200,Georgia,00-0037247,4426354,018e8f25-54e5-44f1-967a-7ff237f1c52f,,15853,,,,8137,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/weaecvrxrfflsqm8kvpt",PIC576156,54517,32005049-4357-6156-653f-e3c2b6d1b9bc,2022,2022,PIT,WR,18,REG,A01,George,52
25,Lamar Jackson,QB,Matt Harmon,2018,BAL,QB,QB,8,ACT,Lamar,Jackson,1997-01-07,74.0,205,Louisville,00-0034796,3916387,e06a9c07-453a-4bb0-a7e9-2c3a64166dad,31002,12561,46416,JackLa00,19781,4881,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rojvfogdbjpld2ldvdop",JAC323395,46101,32004a41-4332-3395-efb0-6c7b75de50af,2018,2018,BAL,QB,18,WC,A01,Lamar,32
85,Emeka Egbuka,WR,Justin Boone,2025,TB,WR,WR,2,ACT,Emeka,Egbuka,2002-10-14,73.0,205,Ohio State,00-0040129,4567750,00cea287-1fa0-4584-803f-59f546ef8722,,18549,145055,EgbuEm01,26092,12514,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qolqqtwamffi0pi4np7h",EGB519113,58221,32004547-4251-9113-2459-a72f5ed777af,2025,2025,TB,SLOT_WR,18,REG,A01,Emeka,19
25,Lamar Jackson,QB,Matt Harmon,2020,NYJ,DB,DB,38,ACT,Lamar,Jackson,1998-04-13,74.0,215,Nebraska,00-0036152,4034849,22e0f7ed-9b46-4a75-9780-d9b66c245744,33336,14583,50532,,22049,6994,0,,JAC321944,53054,32004a41-4332-1944-2c61-498a3d83a44e,2020,2020,,CB,17,REG,A01,Lamar,
57,DeVonta Smith,WR,Ryan Heath,2021,PHI,WR,WR,6,ACT,DeVonta,Smith,1998-11-14,72.0,165,Alabama,00-0036912,4241478,3555d07e-57ae-43de-97d5-b1b5bf055f17,33398,15406,61100,SmitDe07,,7525,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hol7dluumxi1cqxyagg3",SMI206016,53439,3200534d-4920-6016-573c-fcc767bafc4d,2021,2021,PHI,WR,19,WC,A01,DeVonta,10
